"","gender","age","education","device","Z","SRT","CRT.RT","CRT.ACC","BDS","FDS","DSM","Matrix","CPT.C","CPT.D","Vis","Verb","TA.total","TA.errors","TA.mRT","TB.total","TB.errors","TB.mRT"
"5727","F","41-50","12","unknown","0.25","321","958","0.98","6","7","49","26","0.655","3.044","17","18","32805","3","716","45297","1","1118"
"5728","F","41-50","12","unknown","0.5","304","892",NA,"6","7","52","27","0.763","3.24","18","20","28823","1","658","40365","0","1011"
"5729","F","41-50","12","unknown","0.75","287","826",NA,"6","7","55","29","0.87","3.436","19","21","24841",NA,"600","35433",NA,"904"
"5730","F","41-50","12","unknown","1","271","760",NA,"7","8","58","30","0.978","3.632","20","23","20859",NA,"542","30501",NA,"797"
"5731","F","41-50","12","unknown","1.25","254","694",NA,"7","8","61","31","1.086","3.828","21","24","16877",NA,"484","25569",NA,"690"
"5732","F","41-50","12","unknown","1.5","237","628",NA,"8","9","65","33","1.193","4.024","22",NA,"12896",NA,"426","20637",NA,"583"
"5733","F","41-50","12","unknown","1.75","221","562",NA,"8","9","68","34","1.301","4.22","23",NA,"8914",NA,"368","15705",NA,"476"
"5734","F","41-50","12","unknown","2","204",NA,NA,"9","10","71","36","1.408","4.416",NA,NA,NA,NA,"310","10773",NA,"369"
"5735","F","41-50","12","unknown","2.25",NA,NA,NA,"9","10","74",NA,"1.516","4.612",NA,NA,NA,NA,"253","5841",NA,"262"
"5736","F","41-50","12","unknown","2.5",NA,NA,NA,"10","10","78",NA,"1.623","4.808",NA,NA,NA,NA,"195",NA,NA,"155"
"5737","F","41-50","12","unknown","2.75",NA,NA,NA,"10","11","81",NA,"1.731","5.003",NA,NA,NA,NA,NA,NA,NA,NA
"5738","F","41-50","12","unknown","3",NA,NA,NA,"11",NA,"84",NA,"1.838","5.199",NA,NA,NA,NA,NA,NA,NA,NA
"5739","F","41-50","12","unknown","3.25",NA,NA,NA,NA,NA,"87",NA,"1.946","5.395",NA,NA,NA,NA,NA,NA,NA,NA
"5740","F","41-50","12","unknown","3.5",NA,NA,NA,NA,NA,"90",NA,"2.053","5.591",NA,NA,NA,NA,NA,NA,NA,NA
"5741","F","41-50","12","unknown","3.75",NA,NA,NA,NA,NA,"94",NA,"2.161","5.787",NA,NA,NA,NA,NA,NA,NA,NA
"5742","F","41-50","12","unknown","4",NA,NA,NA,NA,NA,"97",NA,"2.268","5.983",NA,NA,NA,NA,NA,NA,NA,NA
"5743","F","51-60","12","Windows","-4","571","2137","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"100816",NA,"1713","129125","16","2940"
"5744","F","51-60","12","Windows","-3.75","556","2072","0.53",NA,NA,NA,"2",NA,NA,NA,NA,"96966",NA,"1657","124343","15","2836"
"5745","F","51-60","12","Windows","-3.5","541","2006","0.56",NA,NA,NA,"4",NA,"0.05",NA,NA,"93116",NA,"1602","119561","14","2732"
"5746","F","51-60","12","Windows","-3.25","525","1941","0.59",NA,NA,"5","5",NA,"0.244",NA,NA,"89267",NA,"1546","114779","13","2629"
"5747","F","51-60","12","Windows","-3","510","1876","0.62",NA,NA,"8","7",NA,"0.438",NA,NA,"85417","24","1490","109997","13","2525"
"5748","F","51-60","12","Windows","-2.75","495","1811","0.64",NA,NA,"11","8",NA,"0.632",NA,NA,"81567","22","1435","105215","12","2421"
"5749","F","51-60","12","Windows","-2.5","479","1745","0.67",NA,"2","14","9",NA,"0.826",NA,NA,"77717","20","1379","100433","11","2318"
"5750","F","51-60","12","Windows","-2.25","464","1680","0.7",NA,"3","17","11",NA,"1.019","5",NA,"73867","19","1323","95652","10","2214"
"5751","F","51-60","12","Windows","-2","449","1615","0.73",NA,"3","20","12",NA,"1.213","6",NA,"70018","17","1268","90870","9","2110"
"5752","F","51-60","12","Windows","-1.75","433","1549","0.75",NA,"3","24","14",NA,"1.407","8","7","66168","16","1212","86088","8","2007"
"5753","F","51-60","12","Windows","-1.5","418","1484","0.78","2","4","27","15",NA,"1.601","9","8","62318","14","1156","81306","7","1903"
"5754","F","51-60","12","Windows","-1.25","403","1419","0.81","3","4","30","16",NA,"1.795","10","10","58468","13","1101","76524","6","1799"
"5755","F","51-60","12","Windows","-1","387","1354","0.84","3","5","33","18","0.077","1.989","11","11","54618","11","1045","71742","6","1696"
"5756","F","51-60","12","Windows","-0.75","372","1288","0.87","4","5","36","19","0.184","2.183","12","12","50769","10","989","66960","5","1592"
"5757","F","51-60","12","Windows","-0.5","357","1223","0.89","4","5","39","21","0.292","2.377","13","14","46919","8","934","62178","4","1488"
"5758","F","51-60","12","Windows","-0.25","341","1158","0.92","5","6","42","22","0.399","2.571","14","15","43069","7","878","57396","3","1385"
"5759","F","51-60","12","Windows","0","326","1093","0.95","5","6","45","23","0.506","2.765","15","16","39219","5","822","52615","2","1281"
"5760","F","51-60","12","Windows","0.25","311","1027","0.98","5","7","48","25","0.613","2.959","16","18","35369","4","766","47833","1","1177"
"5761","F","51-60","12","Windows","0.5","295","962",NA,"6","7","51","26","0.72","3.153","17","19","31520","2","711","43051","0","1074"
"5762","F","51-60","12","Windows","0.75","280","897",NA,"6","7","54","28","0.828","3.346","18","21","27670","0","655","38269",NA,"970"
"5763","F","51-60","12","Windows","1","265","831",NA,"7","8","57","29","0.935","3.54","19","22","23820",NA,"599","33487",NA,"866"
"5764","F","51-60","12","Windows","1.25","249","766",NA,"7","8","61","30","1.042","3.734","21","23","19970",NA,"544","28705",NA,"762"
"5765","F","51-60","12","Windows","1.5","234","701",NA,"8","9","64","32","1.149","3.928","22","25","16120",NA,"488","23923",NA,"659"
"5766","F","51-60","12","Windows","1.75","219","636",NA,"8","9","67","33","1.256","4.122","23",NA,"12271",NA,"432","19141",NA,"555"
"5767","F","51-60","12","Windows","2","203","570",NA,"9","9","70","35","1.364","4.316","24",NA,"8421",NA,"377","14359",NA,"451"
"5768","F","51-60","12","Windows","2.25",NA,"505",NA,"9","10","73",NA,"1.471","4.51",NA,NA,NA,NA,"321","9577",NA,"348"
"5769","F","51-60","12","Windows","2.5",NA,NA,NA,"10","10","76",NA,"1.578","4.704",NA,NA,NA,NA,"265",NA,NA,"244"
"5770","F","51-60","12","Windows","2.75",NA,NA,NA,"10","11","79",NA,"1.685","4.898",NA,NA,NA,NA,"210",NA,NA,NA
"5771","F","51-60","12","Windows","3",NA,NA,NA,"11",NA,"82",NA,"1.792","5.092",NA,NA,NA,NA,"154",NA,NA,NA
"5772","F","51-60","12","Windows","3.25",NA,NA,NA,NA,NA,"85",NA,"1.9","5.286",NA,NA,NA,NA,NA,NA,NA,NA
"5773","F","51-60","12","Windows","3.5",NA,NA,NA,NA,NA,"88",NA,"2.007","5.48",NA,NA,NA,NA,NA,NA,NA,NA
"5774","F","51-60","12","Windows","3.75",NA,NA,NA,NA,NA,"91",NA,"2.114","5.673",NA,NA,NA,NA,NA,NA,NA,NA
"5775","F","51-60","12","Windows","4",NA,NA,NA,NA,NA,"95",NA,"2.221","5.867",NA,NA,NA,NA,NA,NA,NA,NA
"5776","F","51-60","12","Macintosh","-4","564","2100","0.5",NA,NA,NA,"1",NA,NA,NA,NA,"99527",NA,"1718","128478","16","2922"
"5777","F","51-60","12","Macintosh","-3.75","549","2034","0.53",NA,NA,NA,"3",NA,NA,NA,NA,"95677",NA,"1662","123696","15","2819"
"5778","F","51-60","12","Macintosh","-3.5","533","1969","0.56",NA,NA,"3","4",NA,"0.18",NA,NA,"91827",NA,"1607","118914","14","2715"
"5779","F","51-60","12","Macintosh","-3.25","518","1904","0.59",NA,NA,"6","5",NA,"0.374",NA,NA,"87978","25","1551","114132","13","2611"
"5780","F","51-60","12","Macintosh","-3","503","1839","0.62",NA,NA,"9","7",NA,"0.568",NA,NA,"84128","23","1495","109350","13","2508"
"5781","F","51-60","12","Macintosh","-2.75","487","1773","0.64",NA,NA,"12","8",NA,"0.762",NA,NA,"80278","22","1440","104568","12","2404"
"5782","F","51-60","12","Macintosh","-2.5","472","1708","0.67",NA,"2","15","10",NA,"0.956",NA,NA,"76428","20","1384","99787","11","2300"
"5783","F","51-60","12","Macintosh","-2.25","456","1643","0.7",NA,"3","18","11",NA,"1.15","6",NA,"72578","18","1328","95005","10","2197"
"5784","F","51-60","12","Macintosh","-2","441","1578","0.73",NA,"3","22","12",NA,"1.344","7","6","68729","17","1272","90223","9","2093"
"5785","F","51-60","12","Macintosh","-1.75","426","1512","0.75",NA,"4","25","14",NA,"1.538","8","8","64879","15","1217","85441","8","1989"
"5786","F","51-60","12","Macintosh","-1.5","410","1447","0.78","2","4","28","15",NA,"1.732","9","9","61029","14","1161","80659","7","1886"
"5787","F","51-60","12","Macintosh","-1.25","395","1382","0.81","2","4","31","17","0.021","1.925","10","10","57179","12","1105","75877","7","1782"
"5788","F","51-60","12","Macintosh","-1","380","1317","0.84","3","5","34","18","0.128","2.119","11","12","53329","11","1050","71095","6","1678"
"5789","F","51-60","12","Macintosh","-0.75","364","1251","0.87","3","5","37","19","0.235","2.313","12","13","49480","9","994","66313","5","1575"
"5790","F","51-60","12","Macintosh","-0.5","349","1186","0.89","4","6","40","21","0.342","2.507","13","14","45630","8","938","61531","4","1471"
"5791","F","51-60","12","Macintosh","-0.25","334","1121","0.92","4","6","43","22","0.45","2.701","15","16","41780","6","883","56750","3","1367"
"5792","F","51-60","12","Macintosh","0","318","1055","0.95","5","6","46","24","0.557","2.895","16","17","37930","5","827","51968","2","1264"
"5793","F","51-60","12","Macintosh","0.25","303","990","0.98","5","7","49","25","0.664","3.089","17","19","34080","3","771","47186","1","1160"
"5794","F","51-60","12","Macintosh","0.5","288","925",NA,"6","7","52","27","0.771","3.283","18","20","30231","2","716","42404","1","1056"
"5795","F","51-60","12","Macintosh","0.75","272","860",NA,"6","8","55","28","0.878","3.477","19","21","26381","0","660","37622",NA,"952"
"5796","F","51-60","12","Macintosh","1","257","794",NA,"7","8","59","29","0.986","3.671","20","23","22531",NA,"604","32840",NA,"849"
"5797","F","51-60","12","Macintosh","1.25","242","729",NA,"7","8","62","31","1.093","3.865","21","24","18681",NA,"549","28058",NA,"745"
"5798","F","51-60","12","Macintosh","1.5","226","664",NA,"8","9","65","32","1.2","4.059","22",NA,"14831",NA,"493","23276",NA,"641"
"5799","F","51-60","12","Macintosh","1.75","211","599",NA,"8","9","68","34","1.307","4.252","23",NA,"10982",NA,"437","18494",NA,"538"
"5800","F","51-60","12","Macintosh","2",NA,"533",NA,"8","10","71","35","1.414","4.446",NA,NA,"7132",NA,"382","13713",NA,"434"
"5801","F","51-60","12","Macintosh","2.25",NA,NA,NA,"9","10","74",NA,"1.522","4.64",NA,NA,NA,NA,"326","8931",NA,"330"
"5802","F","51-60","12","Macintosh","2.5",NA,NA,NA,"9","10","77",NA,"1.629","4.834",NA,NA,NA,NA,"270",NA,NA,"227"
"5803","F","51-60","12","Macintosh","2.75",NA,NA,NA,"10","11","80",NA,"1.736","5.028",NA,NA,NA,NA,"214",NA,NA,NA
"5804","F","51-60","12","Macintosh","3",NA,NA,NA,"10",NA,"83",NA,"1.843","5.222",NA,NA,NA,NA,"159",NA,NA,NA
"5805","F","51-60","12","Macintosh","3.25",NA,NA,NA,"11",NA,"86",NA,"1.95","5.416",NA,NA,NA,NA,NA,NA,NA,NA
"5806","F","51-60","12","Macintosh","3.5",NA,NA,NA,NA,NA,"89",NA,"2.058","5.61",NA,NA,NA,NA,NA,NA,NA,NA
"5807","F","51-60","12","Macintosh","3.75",NA,NA,NA,NA,NA,"92",NA,"2.165","5.804",NA,NA,NA,NA,NA,NA,NA,NA
"5808","F","51-60","12","Macintosh","4",NA,NA,NA,NA,NA,"96",NA,"2.272","5.998",NA,NA,NA,NA,NA,NA,NA,NA
"5809","F","51-60","12","Android Smartphone","-4","642","2231","0.51",NA,NA,NA,NA,NA,NA,NA,NA,"112357",NA,"1858","144534","16","3254"
"5810","F","51-60","12","Android Smartphone","-3.75","627","2165","0.54",NA,NA,NA,"1",NA,NA,NA,NA,"108507",NA,"1802","139752","15","3150"
"5811","F","51-60","12","Android Smartphone","-3.5","611","2100","0.57",NA,NA,NA,"3",NA,NA,NA,NA,"104658",NA,"1746","134970","15","3046"
"5812","F","51-60","12","Android Smartphone","-3.25","596","2035","0.6",NA,NA,NA,"4",NA,"0.029",NA,NA,"100808",NA,"1690","130188","14","2943"
"5813","F","51-60","12","Android Smartphone","-3","581","1969","0.62",NA,NA,NA,"6",NA,"0.223",NA,NA,"96958","24","1635","125407","13","2839"
"5814","F","51-60","12","Android Smartphone","-2.75","565","1904","0.65",NA,NA,"3","7",NA,"0.417",NA,NA,"93108","23","1579","120625","12","2735"
"5815","F","51-60","12","Android Smartphone","-2.5","550","1839","0.68",NA,NA,"6","8",NA,"0.61",NA,NA,"89258","21","1523","115843","11","2632"
"5816","F","51-60","12","Android Smartphone","-2.25","535","1774","0.71",NA,"2","9","10",NA,"0.804",NA,NA,"85409","20","1468","111061","10","2528"
"5817","F","51-60","12","Android Smartphone","-2","519","1708","0.73",NA,"3","12","11",NA,"0.998","5",NA,"81559","18","1412","106279","9","2424"
"5818","F","51-60","12","Android Smartphone","-1.75","504","1643","0.76",NA,"3","15","13",NA,"1.192","6",NA,"77709","17","1356","101497","9","2321"
"5819","F","51-60","12","Android Smartphone","-1.5","489","1578","0.79",NA,"4","18","14",NA,"1.386","8","7","73859","15","1301","96715","8","2217"
"5820","F","51-60","12","Android Smartphone","-1.25","473","1513","0.82","2","4","21","15",NA,"1.58","9","8","70009","14","1245","91933","7","2113"
"5821","F","51-60","12","Android Smartphone","-1","458","1447","0.85","3","4","24","17","0.031","1.774","10","10","66160","12","1189","87151","6","2009"
"5822","F","51-60","12","Android Smartphone","-0.75","443","1382","0.87","3","5","28","18","0.139","1.968","11","11","62310","11","1134","82369","5","1906"
"5823","F","51-60","12","Android Smartphone","-0.5","427","1317","0.9","4","5","31","20","0.246","2.162","12","13","58460","9","1078","77588","4","1802"
"5824","F","51-60","12","Android Smartphone","-0.25","412","1252","0.93","4","6","34","21","0.353","2.356","13","14","54610","7","1022","72806","3","1698"
"5825","F","51-60","12","Android Smartphone","0","397","1186","0.96","5","6","37","22","0.46","2.55","14","15","50760","6","967","68024","3","1595"
"5826","F","51-60","12","Android Smartphone","0.25","381","1121","0.98","5","6","40","24","0.567","2.744","15","17","46911","4","911","63242","2","1491"
"5827","F","51-60","12","Android Smartphone","0.5","366","1056",NA,"6","7","43","25","0.675","2.937","16","18","43061","3","855","58460","1","1387"
"5828","F","51-60","12","Android Smartphone","0.75","351","990",NA,"6","7","46","27","0.782","3.131","17","19","39211","1","800","53678",NA,"1284"
"5829","F","51-60","12","Android Smartphone","1","335","925",NA,"7","8","49","28","0.889","3.325","18","21","35361",NA,"744","48896",NA,"1180"
"5830","F","51-60","12","Android Smartphone","1.25","320","860",NA,"7","8","52","30","0.996","3.519","19","22","31511",NA,"688","44114",NA,"1076"
"5831","F","51-60","12","Android Smartphone","1.5","305","795",NA,"7","8","55","31","1.103","3.713","21","24","27662",NA,"632","39332",NA,"973"
"5832","F","51-60","12","Android Smartphone","1.75","289","729",NA,"8","9","58","32","1.211","3.907","22","25","23812",NA,"577","34551",NA,"869"
"5833","F","51-60","12","Android Smartphone","2","274","664",NA,"8","9","62","34","1.318","4.101","23",NA,"19962",NA,"521","29769",NA,"765"
"5834","F","51-60","12","Android Smartphone","2.25","259","599",NA,"9","10","65","35","1.425","4.295","24",NA,"16112",NA,"465","24987",NA,"662"
"5835","F","51-60","12","Android Smartphone","2.5","243","534",NA,"9","10","68",NA,"1.532","4.489",NA,NA,"12262",NA,"410","20205",NA,"558"
"5836","F","51-60","12","Android Smartphone","2.75","228",NA,NA,"10","10","71",NA,"1.639","4.683",NA,NA,"8413",NA,"354","15423",NA,"454"
"5837","F","51-60","12","Android Smartphone","3","213",NA,NA,"10","11","74",NA,"1.747","4.877",NA,NA,NA,NA,"298","10641",NA,"351"
"5838","F","51-60","12","Android Smartphone","3.25",NA,NA,NA,"11",NA,"77",NA,"1.854","5.07",NA,NA,NA,NA,"243","5859",NA,"247"
"5839","F","51-60","12","Android Smartphone","3.5",NA,NA,NA,NA,NA,"80",NA,"1.961","5.264",NA,NA,NA,NA,"187",NA,NA,NA
"5840","F","51-60","12","Android Smartphone","3.75",NA,NA,NA,NA,NA,"83",NA,"2.068","5.458",NA,NA,NA,NA,NA,NA,NA,NA
"5841","F","51-60","12","Android Smartphone","4",NA,NA,NA,NA,NA,"86",NA,"2.175","5.652",NA,NA,NA,NA,NA,NA,NA,NA
"5842","F","51-60","12","iPhone","-4","600","2178","0.52",NA,NA,NA,NA,NA,NA,NA,NA,"113782",NA,"1868","145097","17","3288"
"5843","F","51-60","12","iPhone","-3.75","584","2112","0.54",NA,NA,NA,"2",NA,NA,NA,NA,"109932",NA,"1812","140315","16","3184"
"5844","F","51-60","12","iPhone","-3.5","569","2047","0.57",NA,NA,NA,"3",NA,NA,NA,NA,"106083",NA,"1757","135533","15","3080"
"5845","F","51-60","12","iPhone","-3.25","554","1982","0.6",NA,NA,NA,"4",NA,"0.17",NA,NA,"102233",NA,"1701","130751","14","2977"
"5846","F","51-60","12","iPhone","-3","538","1916","0.63",NA,NA,NA,"6",NA,"0.364",NA,NA,"98383",NA,"1645","125969","13","2873"
"5847","F","51-60","12","iPhone","-2.75","523","1851","0.66",NA,NA,"4","7",NA,"0.558",NA,NA,"94533","24","1589","121187","13","2769"
"5848","F","51-60","12","iPhone","-2.5","508","1786","0.68",NA,"2","7","9",NA,"0.752",NA,NA,"90683","22","1534","116405","12","2665"
"5849","F","51-60","12","iPhone","-2.25","492","1721","0.71",NA,"2","10","10",NA,"0.946",NA,NA,"86834","21","1478","111624","11","2562"
"5850","F","51-60","12","iPhone","-2","477","1655","0.74",NA,"3","13","11",NA,"1.14","6",NA,"82984","19","1422","106842","10","2458"
"5851","F","51-60","12","iPhone","-1.75","462","1590","0.77",NA,"3","16","13",NA,"1.334","7",NA,"79134","18","1367","102060","9","2354"
"5852","F","51-60","12","iPhone","-1.5","446","1525","0.79",NA,"4","19","14",NA,"1.528","8","7","75284","16","1311","97278","8","2251"
"5853","F","51-60","12","iPhone","-1.25","431","1460","0.82","2","4","22","16",NA,"1.722","9","9","71434","15","1255","92496","7","2147"
"5854","F","51-60","12","iPhone","-1","416","1394","0.85","3","5","26","17","0.019","1.915","10","10","67585","13","1200","87714","6","2043"
"5855","F","51-60","12","iPhone","-0.75","400","1329","0.88","3","5","29","18","0.126","2.109","11","11","63735","12","1144","82932","6","1940"
"5856","F","51-60","12","iPhone","-0.5","385","1264","0.91","4","5","32","20","0.233","2.303","12","13","59885","10","1088","78150","5","1836"
"5857","F","51-60","12","iPhone","-0.25","370","1199","0.93","4","6","35","21","0.34","2.497","13","14","56035","9","1033","73368","4","1732"
"5858","F","51-60","12","iPhone","0","354","1133","0.96","5","6","38","23","0.447","2.691","14","16","52185","7","977","68587","3","1629"
"5859","F","51-60","12","iPhone","0.25","339","1068","0.99","5","7","41","24","0.555","2.885","15","17","48336","6","921","63805","2","1525"
"5860","F","51-60","12","iPhone","0.5","324","1003",NA,"6","7","44","25","0.662","3.079","16","18","44486","4","866","59023","1","1421"
"5861","F","51-60","12","iPhone","0.75","308","937",NA,"6","7","47","27","0.769","3.273","17","20","40636","2","810","54241","0","1318"
"5862","F","51-60","12","iPhone","1","293","872",NA,"7","8","50","28","0.876","3.467","19","21","36786","1","754","49459",NA,"1214"
"5863","F","51-60","12","iPhone","1.25","278","807",NA,"7","8","53","30","0.983","3.661","20","22","32936",NA,"699","44677",NA,"1110"
"5864","F","51-60","12","iPhone","1.5","262","742",NA,"8","9","56","31","1.091","3.855","21","24","29087",NA,"643","39895",NA,"1007"
"5865","F","51-60","12","iPhone","1.75","247","676",NA,"8","9","59","32","1.198","4.049","22",NA,"25237",NA,"587","35113",NA,"903"
"5866","F","51-60","12","iPhone","2","232","611",NA,"8","9","63","34","1.305","4.242","23",NA,"21387",NA,"531","30331",NA,"799"
"5867","F","51-60","12","iPhone","2.25","216","546",NA,"9","10","66","35","1.412","4.436","24",NA,"17537",NA,"476","25550",NA,"696"
"5868","F","51-60","12","iPhone","2.5","201",NA,NA,"9","10","69",NA,"1.519","4.63",NA,NA,"13687",NA,"420","20768",NA,"592"
"5869","F","51-60","12","iPhone","2.75",NA,NA,NA,"10","11","72",NA,"1.627","4.824",NA,NA,"9838",NA,"364","15986",NA,"488"
"5870","F","51-60","12","iPhone","3",NA,NA,NA,"10","11","75",NA,"1.734","5.018",NA,NA,"5988",NA,"309","11204",NA,"385"
"5871","F","51-60","12","iPhone","3.25",NA,NA,NA,"11",NA,"78",NA,"1.841","5.212",NA,NA,NA,NA,"253","6422",NA,"281"
"5872","F","51-60","12","iPhone","3.5",NA,NA,NA,NA,NA,"81",NA,"1.948","5.406",NA,NA,NA,NA,"197",NA,NA,"177"
"5873","F","51-60","12","iPhone","3.75",NA,NA,NA,NA,NA,"84",NA,"2.055","5.6",NA,NA,NA,NA,NA,NA,NA,NA
"5874","F","51-60","12","iPhone","4",NA,NA,NA,NA,NA,"87",NA,"2.163","5.794",NA,NA,NA,NA,NA,NA,NA,NA
"5875","F","51-60","12","iPad","-4","607","2134","0.51",NA,NA,NA,NA,NA,NA,NA,NA,"96229",NA,"1551","128672","16","2855"
"5876","F","51-60","12","iPad","-3.75","592","2069","0.54",NA,NA,NA,"2",NA,"0.108",NA,NA,"92379",NA,"1495","123890","15","2751"
"5877","F","51-60","12","iPad","-3.5","576","2004","0.56",NA,NA,NA,"3",NA,"0.302",NA,NA,"88530",NA,"1439","119108","15","2647"
"5878","F","51-60","12","iPad","-3.25","561","1938","0.59",NA,NA,NA,"4",NA,"0.496",NA,NA,"84680","25","1384","114326","14","2544"
"5879","F","51-60","12","iPad","-3","546","1873","0.62",NA,NA,"4","6",NA,"0.69",NA,NA,"80830","23","1328","109544","13","2440"
"5880","F","51-60","12","iPad","-2.75","530","1808","0.65",NA,NA,"8","7",NA,"0.884",NA,NA,"76980","22","1272","104762","12","2336"
"5881","F","51-60","12","iPad","-2.5","515","1743","0.68",NA,"2","11","9",NA,"1.078",NA,NA,"73130","20","1217","99980","11","2233"
"5882","F","51-60","12","iPad","-2.25","500","1677","0.7",NA,"3","14","10",NA,"1.272","5",NA,"69281","19","1161","95199","10","2129"
"5883","F","51-60","12","iPad","-2","484","1612","0.73",NA,"3","17","11",NA,"1.466","6",NA,"65431","17","1105","90417","9","2025"
"5884","F","51-60","12","iPad","-1.75","469","1547","0.76",NA,"3","20","13",NA,"1.66","7","7","61581","16","1050","85635","9","1921"
"5885","F","51-60","12","iPad","-1.5","454","1482","0.79","2","4","23","14",NA,"1.853","8","8","57731","14","994","80853","8","1818"
"5886","F","51-60","12","iPad","-1.25","438","1416","0.81","3","4","26","16",NA,"2.047","10","10","53881","13","938","76071","7","1714"
"5887","F","51-60","12","iPad","-1","423","1351","0.84","3","5","29","17","0.007","2.241","11","11","50032","11","883","71289","6","1610"
"5888","F","51-60","12","iPad","-0.75","408","1286","0.87","3","5","32","18","0.114","2.435","12","13","46182","10","827","66507","5","1507"
"5889","F","51-60","12","iPad","-0.5","392","1220","0.9","4","5","35","20","0.221","2.629","13","14","42332","8","771","61725","4","1403"
"5890","F","51-60","12","iPad","-0.25","377","1155","0.93","4","6","38","21","0.329","2.823","14","15","38482","6","716","56943","3","1299"
"5891","F","51-60","12","iPad","0","362","1090","0.95","5","6","41","23","0.436","3.017","15","17","34632","5","660","52162","2","1196"
"5892","F","51-60","12","iPad","0.25","346","1025","0.98","5","7","45","24","0.543","3.211","16","18","30783","3","604","47380","2","1092"
"5893","F","51-60","12","iPad","0.5","331","959",NA,"6","7","48","26","0.65","3.405","17","20","26933","2","549","42598","1","988"
"5894","F","51-60","12","iPad","0.75","315","894",NA,"6","7","51","27","0.757","3.599","18","21","23083","0","493","37816",NA,"885"
"5895","F","51-60","12","iPad","1","300","829",NA,"7","8","54","28","0.865","3.793","19","22","19233",NA,"437","33034",NA,"781"
"5896","F","51-60","12","iPad","1.25","285","764",NA,"7","8","57","30","0.972","3.987","20","24","15383",NA,"381","28252",NA,"677"
"5897","F","51-60","12","iPad","1.5","269","698",NA,"8","9","60","31","1.079","4.18","22",NA,"11534",NA,"326","23470",NA,"574"
"5898","F","51-60","12","iPad","1.75","254","633",NA,"8","9","63","33","1.186","4.374","23",NA,"7684",NA,"270","18688",NA,"470"
"5899","F","51-60","12","iPad","2","239","568",NA,"9","9","66","34","1.293","4.568","24",NA,NA,NA,"214","13906",NA,"366"
"5900","F","51-60","12","iPad","2.25","223","502",NA,"9","10","69","35","1.401","4.762",NA,NA,NA,NA,"159","9125",NA,"263"
"5901","F","51-60","12","iPad","2.5","208",NA,NA,"9","10","72",NA,"1.508","4.956",NA,NA,NA,NA,NA,NA,NA,"159"
"5902","F","51-60","12","iPad","2.75",NA,NA,NA,"10","11","75",NA,"1.615","5.15",NA,NA,NA,NA,NA,NA,NA,NA
"5903","F","51-60","12","iPad","3",NA,NA,NA,"10","11","78",NA,"1.722","5.344",NA,NA,NA,NA,NA,NA,NA,NA
"5904","F","51-60","12","iPad","3.25",NA,NA,NA,"11",NA,"82",NA,"1.829","5.538",NA,NA,NA,NA,NA,NA,NA,NA
"5905","F","51-60","12","iPad","3.5",NA,NA,NA,NA,NA,"85",NA,"1.937","5.732",NA,NA,NA,NA,NA,NA,NA,NA
"5906","F","51-60","12","iPad","3.75",NA,NA,NA,NA,NA,"88",NA,"2.044","5.926",NA,NA,NA,NA,NA,NA,NA,NA
"5907","F","51-60","12","iPad","4",NA,NA,NA,NA,NA,"91",NA,"2.151","6.12",NA,NA,NA,NA,NA,NA,NA,NA
"5908","F","51-60","12","unknown","-4","614","2166","0.51",NA,NA,NA,NA,NA,NA,NA,NA,"103750",NA,"1744","133674","16","3025"
"5909","F","51-60","12","unknown","-3.75","597","2100","0.54",NA,NA,NA,"2",NA,NA,NA,NA,"99769",NA,"1686","128742","15","2918"
"5910","F","51-60","12","unknown","-3.5","581","2034","0.56",NA,NA,NA,"3",NA,"0.027",NA,NA,"95787",NA,"1628","123810","14","2811"
"5911","F","51-60","12","unknown","-3.25","564","1968","0.59",NA,NA,NA,"5",NA,"0.223",NA,NA,"91805",NA,"1571","118878","14","2704"
"5912","F","51-60","12","unknown","-3","547","1902","0.62",NA,NA,"3","6",NA,"0.419",NA,NA,"87823","24","1513","113946","13","2597"
"5913","F","51-60","12","unknown","-2.75","530","1836","0.65",NA,NA,"6","8",NA,"0.615",NA,NA,"83841","22","1455","109014","12","2490"
"5914","F","51-60","12","unknown","-2.5","514","1770","0.67",NA,"2","10","9",NA,"0.811",NA,NA,"79859","21","1397","104082","11","2383"
"5915","F","51-60","12","unknown","-2.25","497","1704","0.7",NA,"3","13","10",NA,"1.007",NA,NA,"75877","19","1339","99150","10","2276"
"5916","F","51-60","12","unknown","-2","480","1638","0.73",NA,"3","16","12",NA,"1.203","6",NA,"71895","17","1281","94218","9","2169"
"5917","F","51-60","12","unknown","-1.75","464","1572","0.76",NA,"3","19","13",NA,"1.399","7","7","67914","16","1223","89286","8","2062"
"5918","F","51-60","12","unknown","-1.5","447","1506","0.79","2","4","23","15",NA,"1.595","8","8","63932","14","1165","84354","7","1955"
"5919","F","51-60","12","unknown","-1.25","430","1440","0.81","3","4","26","16",NA,"1.791","9","9","59950","13","1108","79422","7","1848"
"5920","F","51-60","12","unknown","-1","414","1374","0.84","3","5","29","17","0.058","1.986","10","11","55968","11","1050","74490","6","1741"
"5921","F","51-60","12","unknown","-0.75","397","1309","0.87","3","5","32","19","0.166","2.182","12","12","51986","10","992","69558","5","1634"
"5922","F","51-60","12","unknown","-0.5","380","1243","0.9","4","5","35","20","0.273","2.378","13","13","48004","8","934","64626","4","1527"
