"","gender","age","education","device","Z","SRT","CRT.RT","CRT.ACC","BDS","FDS","DSM","Matrix","CPT.C","CPT.D","Vis","Verb","TA.total","TA.errors","TA.mRT","TB.total","TB.errors","TB.mRT"
"202","F","13",NA,"Windows","-3.25","441","1654",NA,NA,NA,"8","4",NA,NA,NA,NA,"65884","15","1334","99351","12","2323"
"203","F","13",NA,"Windows","-3","429","1594",NA,NA,NA,"12","6",NA,NA,NA,NA,"63009","14","1284","95108","11","2227"
"204","F","13",NA,"Windows","-2.75","417","1535","0.53",NA,NA,"15","8",NA,NA,NA,NA,"60135","13","1233","90865","10","2131"
"205","F","13",NA,"Windows","-2.5","406","1475","0.56",NA,NA,"18","9","0.161","0.161",NA,NA,"57260","12","1183","86621","10","2035"
"206","F","13",NA,"Windows","-2.25","394","1416","0.59",NA,NA,"22","11","0.36","0.36",NA,NA,"54385","11","1132","82378","9","1939"
"207","F","13",NA,"Windows","-2","383","1357","0.63",NA,"2","25","12","0.559","0.559","6",NA,"51510","10","1082","78134","8","1843"
"208","F","13",NA,"Windows","-1.75","371","1297","0.66",NA,"2","28","14","0.758","0.758","7","7","48635","9","1031","73891","7","1747"
"209","F","13",NA,"Windows","-1.5","360","1238","0.69",NA,"3","32","15","0.957","0.957","8","9","45761","8","981","69647","7","1651"
"210","F","13",NA,"Windows","-1.25","348","1178","0.73","2","3","35","17","1.156","1.156","10","10","42886","7","930","65404","6","1555"
"211","F","13",NA,"Windows","-1","337","1119","0.76","3","4","38","18","1.355","1.355","11","11","40011","6","879","61161","5","1459"
"212","F","13",NA,"Windows","-0.75","325","1060","0.8","3","4","42","20","1.554","1.554","12","13","37136","5","829","56917","4","1363"
"213","F","13",NA,"Windows","-0.5","313","1000","0.83","4","5","45","21","1.753","1.753","13","14","34261","4","778","52674","4","1267"
"214","F","13",NA,"Windows","-0.25","302","941","0.86","4","5","48","23","1.952","1.952","14","16","31387","3","728","48430","3","1170"
"215","F","13",NA,"Windows","0","290","881","0.9","5","5","52","24","2.151","2.151","15","17","28512","2","677","44187","2","1074"
"216","F","13",NA,"Windows","0.25","279","822","0.93","5","6","55","26","2.35","2.35","17","18","25637","1","627","39943","1","978"
"217","F","13",NA,"Windows","0.5","267","763","0.96","6","6","58","27","2.549","2.549","18","20","22762",NA,"576","35700","1","882"
"218","F","13",NA,"Windows","0.75","256","703","1","6","7","62","29","2.748","2.748","19","21","19887",NA,"526","31456",NA,"786"
"219","F","13",NA,"Windows","1","244","644",NA,"7","7","65","30","2.946","2.946","20","23","17012",NA,"475","27213",NA,"690"
"220","F","13",NA,"Windows","1.25","233","584",NA,"7","7","68","32","3.145","3.145","21","24","14138",NA,"425","22970",NA,"594"
"221","F","13",NA,"Windows","1.5","221","525",NA,"7","8","72","33","3.344","3.344","22",NA,"11263",NA,"374","18726",NA,"498"
"222","F","13",NA,"Windows","1.75","209",NA,NA,"8","8","75","35","3.543","3.543","24",NA,"8388",NA,"324","14483",NA,"402"
"223","F","13",NA,"Windows","2",NA,NA,NA,"8","9","78",NA,"3.742","3.742",NA,NA,"5513",NA,"273","10239",NA,"306"
"224","F","13",NA,"Windows","2.25",NA,NA,NA,"9","9","82",NA,"3.941","3.941",NA,NA,NA,NA,"223","5996",NA,"210"
"225","F","13",NA,"Windows","2.5",NA,NA,NA,"9","10","85",NA,"4.14","4.14",NA,NA,NA,NA,"172",NA,NA,NA
"226","F","13",NA,"Windows","2.75",NA,NA,NA,"10","10","88",NA,"4.339","4.339",NA,NA,NA,NA,NA,NA,NA,NA
"227","F","13",NA,"Windows","3",NA,NA,NA,"10","10","92",NA,"4.538","4.538",NA,NA,NA,NA,NA,NA,NA,NA
"228","F","13",NA,"Windows","3.25",NA,NA,NA,"11","11","95",NA,"4.737","4.737",NA,NA,NA,NA,NA,NA,NA,NA
"229","F","13",NA,"Windows","3.5",NA,NA,NA,NA,NA,"98",NA,"4.936","4.936",NA,NA,NA,NA,NA,NA,NA,NA
"230","F","13",NA,"Windows","3.75",NA,NA,NA,NA,NA,"102",NA,"5.135","5.135",NA,NA,NA,NA,NA,NA,NA,NA
"231","F","13",NA,"Windows","4",NA,NA,NA,NA,NA,"105",NA,"5.334","5.334",NA,NA,NA,NA,NA,NA,NA,NA
"232","F","13",NA,"Macintosh","-4","473","1815",NA,NA,NA,NA,"1",NA,NA,NA,NA,"75152","18","1533","113392","14","2650"
"233","F","13",NA,"Macintosh","-3.75","461","1756",NA,NA,NA,NA,"3",NA,NA,NA,NA,"72277","17","1482","109148","13","2554"
"234","F","13",NA,"Macintosh","-3.5","450","1696",NA,NA,NA,"5","4",NA,NA,NA,NA,"69403","16","1432","104905","13","2458"
"235","F","13",NA,"Macintosh","-3.25","438","1637",NA,NA,NA,"9","6",NA,NA,NA,NA,"66528","15","1381","100661","12","2362"
"236","F","13",NA,"Macintosh","-3","427","1577","0.5",NA,NA,"12","7",NA,NA,NA,NA,"63653","14","1331","96418","11","2266"
"237","F","13",NA,"Macintosh","-2.75","415","1518","0.53",NA,NA,"15","9","0.083","0.083",NA,NA,"60778","13","1280","92174","10","2170"
"238","F","13",NA,"Macintosh","-2.5","403","1459","0.57",NA,NA,"19","10","0.282","0.282",NA,NA,"57903","12","1229","87931","10","2074"
"239","F","13",NA,"Macintosh","-2.25","392","1399","0.6",NA,NA,"22","12","0.481","0.481",NA,NA,"55029","11","1179","83688","9","1978"
"240","F","13",NA,"Macintosh","-2","380","1340","0.63",NA,"2","25","14","0.68","0.68","6","7","52154","10","1128","79444","8","1882"
"241","F","13",NA,"Macintosh","-1.75","369","1280","0.67",NA,"3","29","15","0.879","0.879","7","8","49279","9","1078","75201","7","1786"
"242","F","13",NA,"Macintosh","-1.5","357","1221","0.7",NA,"3","32","17","1.078","1.078","8","10","46404","8","1027","70957","7","1690"
"243","F","13",NA,"Macintosh","-1.25","346","1162","0.74","2","3","35","18","1.277","1.277","9","11","43529","7","977","66714","6","1594"
"244","F","13",NA,"Macintosh","-1","334","1102","0.77","3","4","39","20","1.476","1.476","10","13","40655","6","926","62470","5","1498"
"245","F","13",NA,"Macintosh","-0.75","323","1043","0.8","3","4","42","21","1.675","1.675","12","14","37780","5","876","58227","4","1402"
"246","F","13",NA,"Macintosh","-0.5","311","983","0.84","4","5","45","23","1.874","1.874","13","15","34905","4","825","53984","4","1306"
"247","F","13",NA,"Macintosh","-0.25","299","924","0.87","4","5","49","24","2.073","2.073","14","17","32030","3","775","49740","3","1210"
"248","F","13",NA,"Macintosh","0","288","865","0.9","5","6","52","26","2.272","2.272","15","18","29155","2","724","45497","2","1114"
"249","F","13",NA,"Macintosh","0.25","276","805","0.94","5","6","55","27","2.471","2.471","16","20","26281","1","674","41253","1","1018"
"250","F","13",NA,"Macintosh","0.5","265","746","0.97","6","6","59","29","2.67","2.67","17","21","23406",NA,"623","37010","1","922"
"251","F","13",NA,"Macintosh","0.75","253","686",NA,"6","7","62","30","2.869","2.869","19","22","20531",NA,"573","32766",NA,"826"
"252","F","13",NA,"Macintosh","1","242","627",NA,"7","7","65","32","3.068","3.068","20","24","17656",NA,"522","28523",NA,"730"
"253","F","13",NA,"Macintosh","1.25","230","568",NA,"7","8","69","33","3.267","3.267","21",NA,"14781",NA,"472","24279",NA,"634"
"254","F","13",NA,"Macintosh","1.5","219","508",NA,"7","8","72","35","3.466","3.466","22",NA,"11907",NA,"421","20036",NA,"537"
"255","F","13",NA,"Macintosh","1.75","207",NA,NA,"8","8","75",NA,"3.665","3.665","23",NA,"9032",NA,"370","15793",NA,"441"
"256","F","13",NA,"Macintosh","2",NA,NA,NA,"8","9","79",NA,"3.864","3.864",NA,NA,"6157",NA,"320","11549",NA,"345"
"257","F","13",NA,"Macintosh","2.25",NA,NA,NA,"9","9","82",NA,"4.063","4.063",NA,NA,NA,NA,"269","7306",NA,"249"
"258","F","13",NA,"Macintosh","2.5",NA,NA,NA,"9","10","85",NA,"4.262","4.262",NA,NA,NA,NA,"219",NA,NA,"153"
"259","F","13",NA,"Macintosh","2.75",NA,NA,NA,"10","10","89",NA,"4.461","4.461",NA,NA,NA,NA,"168",NA,NA,NA
"260","F","13",NA,"Macintosh","3",NA,NA,NA,"10","11","92",NA,"4.66","4.66",NA,NA,NA,NA,NA,NA,NA,NA
"261","F","13",NA,"Macintosh","3.25",NA,NA,NA,"11","11","95",NA,"4.859","4.859",NA,NA,NA,NA,NA,NA,NA,NA
"262","F","13",NA,"Macintosh","3.5",NA,NA,NA,NA,NA,"99",NA,"5.058","5.058",NA,NA,NA,NA,NA,NA,NA,NA
"263","F","13",NA,"Macintosh","3.75",NA,NA,NA,NA,NA,"102",NA,"5.257","5.257",NA,NA,NA,NA,NA,NA,NA,NA
"264","F","13",NA,"Macintosh","4",NA,NA,NA,NA,NA,"105",NA,"5.456","5.456",NA,NA,NA,NA,NA,NA,NA,NA
"265","F","13",NA,"Android Smartphone","-4","534","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88554","19","1692","128366","14","2950"
"266","F","13",NA,"Android Smartphone","-3.75","523","1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85679","18","1641","124122","14","2854"
"267","F","13",NA,"Android Smartphone","-3.5","511","1852",NA,NA,NA,NA,"2",NA,NA,NA,NA,"82804","17","1591","119879","13","2758"
"268","F","13",NA,"Android Smartphone","-3.25","500","1792",NA,NA,NA,NA,"4",NA,NA,NA,NA,"79929","16","1540","115635","12","2662"
"269","F","13",NA,"Android Smartphone","-3","488","1733",NA,NA,NA,NA,"5",NA,NA,NA,NA,"77055","15","1490","111392","11","2565"
"270","F","13",NA,"Android Smartphone","-2.75","477","1674","0.53",NA,NA,"5","7",NA,NA,NA,NA,"74180","14","1439","107148","11","2469"
"271","F","13",NA,"Android Smartphone","-2.5","465","1614","0.56",NA,NA,"8","8",NA,NA,NA,NA,"71305","13","1388","102905","10","2373"
"272","F","13",NA,"Android Smartphone","-2.25","454","1555","0.59",NA,NA,"12","10","0.192","0.192",NA,NA,"68430","12","1338","98662","9","2277"
"273","F","13",NA,"Android Smartphone","-2","442","1495","0.63",NA,"2","15","11","0.391","0.391","5",NA,"65555","11","1287","94418","8","2181"
"274","F","13",NA,"Android Smartphone","-1.75","430","1436","0.66",NA,"3","18","13","0.59","0.59","7","7","62681","10","1237","90175","8","2085"
"275","F","13",NA,"Android Smartphone","-1.5","419","1377","0.7",NA,"3","22","14","0.789","0.789","8","8","59806","9","1186","85931","7","1989"
"276","F","13",NA,"Android Smartphone","-1.25","407","1317","0.73","2","3","25","16","0.988","0.988","9","10","56931","8","1136","81688","6","1893"
"277","F","13",NA,"Android Smartphone","-1","396","1258","0.76","3","4","28","17","1.187","1.187","10","11","54056","7","1085","77444","5","1797"
"278","F","13",NA,"Android Smartphone","-0.75","384","1198","0.8","3","4","32","19","1.386","1.386","11","12","51181","6","1035","73201","5","1701"
"279","F","13",NA,"Android Smartphone","-0.5","373","1139","0.83","4","5","35","20","1.585","1.585","13","14","48307","5","984","68958","4","1605"
"280","F","13",NA,"Android Smartphone","-0.25","361","1079","0.86","4","5","38","22","1.784","1.784","14","15","45432","4","934","64714","3","1509"
"281","F","13",NA,"Android Smartphone","0","350","1020","0.9","5","6","42","23","1.983","1.983","15","17","42557","3","883","60471","2","1413"
"282","F","13",NA,"Android Smartphone","0.25","338","961","0.93","5","6","45","25","2.182","2.182","16","18","39682","2","833","56227","2","1317"
"283","F","13",NA,"Android Smartphone","0.5","326","901","0.96","6","6","48","26","2.381","2.381","17","19","36807","1","782","51984","1","1221"
"284","F","13",NA,"Android Smartphone","0.75","315","842","1","6","7","52","28","2.58","2.58","18","21","33933",NA,"732","47740","0","1125"
"285","F","13",NA,"Android Smartphone","1","303","782",NA,"7","7","55","29","2.779","2.779","20","22","31058",NA,"681","43497",NA,"1029"
"286","F","13",NA,"Android Smartphone","1.25","292","723",NA,"7","8","58","31","2.978","2.978","21","23","28183",NA,"630","39254",NA,"933"
"287","F","13",NA,"Android Smartphone","1.5","280","664",NA,"8","8","62","32","3.177","3.177","22","25","25308",NA,"580","35010",NA,"837"
"288","F","13",NA,"Android Smartphone","1.75","269","604",NA,"8","8","65","34","3.376","3.376","23",NA,"22433",NA,"529","30767",NA,"741"
"289","F","13",NA,"Android Smartphone","2","257","545",NA,"9","9","68","35","3.575","3.575",NA,NA,"19558",NA,"479","26523",NA,"645"
"290","F","13",NA,"Android Smartphone","2.25","246",NA,NA,"9","9","72",NA,"3.773","3.773",NA,NA,"16684",NA,"428","22280",NA,"549"
"291","F","13",NA,"Android Smartphone","2.5","234",NA,NA,"10","10","75",NA,"3.972","3.972",NA,NA,"13809",NA,"378","18036",NA,"453"
"292","F","13",NA,"Android Smartphone","2.75","222",NA,NA,"10","10","78",NA,"4.171","4.171",NA,NA,"10934",NA,"327","13793",NA,"356"
"293","F","13",NA,"Android Smartphone","3","211",NA,NA,"10","11","82",NA,"4.37","4.37",NA,NA,"8059",NA,"277","9549",NA,"260"
"294","F","13",NA,"Android Smartphone","3.25",NA,NA,NA,"11","11","85",NA,"4.569","4.569",NA,NA,"5184",NA,"226","5306",NA,"164"
"295","F","13",NA,"Android Smartphone","3.5",NA,NA,NA,NA,NA,"88",NA,"4.768","4.768",NA,NA,NA,NA,"176",NA,NA,NA
"296","F","13",NA,"Android Smartphone","3.75",NA,NA,NA,NA,NA,"92",NA,"4.967","4.967",NA,NA,NA,NA,NA,NA,NA,NA
"297","F","13",NA,"Android Smartphone","4",NA,NA,NA,NA,NA,"95",NA,"5.166","5.166",NA,NA,NA,NA,NA,NA,NA,NA
"298","F","13",NA,"iPhone","-4","497","1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86179","21","1611","125001","15","2875"
"299","F","13",NA,"iPhone","-3.75","486","1806",NA,NA,NA,NA,"2",NA,NA,NA,NA,"83304","20","1561","120758","14","2779"
"300","F","13",NA,"iPhone","-3.5","474","1747",NA,NA,NA,NA,"3",NA,NA,NA,NA,"80429","19","1510","116514","13","2683"
"301","F","13",NA,"iPhone","-3.25","463","1688",NA,NA,NA,NA,"5",NA,NA,NA,NA,"77555","18","1460","112271","13","2587"
"302","F","13",NA,"iPhone","-3","451","1628","0.51",NA,NA,"4","6",NA,NA,NA,NA,"74680","17","1409","108028","12","2491"
"303","F","13",NA,"iPhone","-2.75","440","1569","0.54",NA,NA,"8","8",NA,NA,NA,NA,"71805","16","1358","103784","11","2395"
"304","F","13",NA,"iPhone","-2.5","428","1509","0.58",NA,NA,"11","9","0.153","0.153",NA,NA,"68930","15","1308","99541","10","2299"
"305","F","13",NA,"iPhone","-2.25","417","1450","0.61",NA,NA,"14","11","0.352","0.352",NA,NA,"66055","14","1257","95297","10","2203"
"306","F","13",NA,"iPhone","-2","405","1391","0.64",NA,"2","18","12","0.551","0.551",NA,NA,"63181","13","1207","91054","9","2107"
"307","F","13",NA,"iPhone","-1.75","393","1331","0.68",NA,"3","21","14","0.75","0.75","6","7","60306","12","1156","86810","8","2010"
"308","F","13",NA,"iPhone","-1.5","382","1272","0.71",NA,"3","24","15","0.949","0.949","7","8","57431","11","1106","82567","7","1914"
"309","F","13",NA,"iPhone","-1.25","370","1212","0.74","2","4","28","17","1.148","1.148","8","10","54556","10","1055","78323","7","1818"
"310","F","13",NA,"iPhone","-1","359","1153","0.78","3","4","31","19","1.347","1.347","9","11","51681","9","1005","74080","6","1722"
"311","F","13",NA,"iPhone","-0.75","347","1094","0.81","3","4","34","20","1.546","1.546","11","12","48807","8","954","69837","5","1626"
"312","F","13",NA,"iPhone","-0.5","336","1034","0.84","4","5","38","22","1.745","1.745","12","14","45932","6","904","65593","4","1530"
"313","F","13",NA,"iPhone","-0.25","324","975","0.88","4","5","41","23","1.944","1.944","13","15","43057","5","853","61350","4","1434"
"314","F","13",NA,"iPhone","0","313","915","0.91","5","6","44","25","2.143","2.143","14","17","40182","4","803","57106","3","1338"
"315","F","13",NA,"iPhone","0.25","301","856","0.95","5","6","48","26","2.342","2.342","15","18","37307","3","752","52863","2","1242"
"316","F","13",NA,"iPhone","0.5","289","796","0.98","6","6","51","28","2.541","2.541","16","19","34433","2","702","48619","1","1146"
"317","F","13",NA,"iPhone","0.75","278","737",NA,"6","7","54","29","2.74","2.74","18","21","31558","1","651","44376","1","1050"
"318","F","13",NA,"iPhone","1","266","678",NA,"6","7","58","31","2.939","2.939","19","22","28683","0","601","40133",NA,"954"
"319","F","13",NA,"iPhone","1.25","255","618",NA,"7","8","61","32","3.138","3.138","20","24","25808",NA,"550","35889",NA,"858"
"320","F","13",NA,"iPhone","1.5","243","559",NA,"7","8","64","34","3.337","3.337","21","25","22933",NA,"499","31646",NA,"762"
"321","F","13",NA,"iPhone","1.75","232",NA,NA,"8","9","68","35","3.536","3.536","22",NA,"20059",NA,"449","27402",NA,"666"
"322","F","13",NA,"iPhone","2","220",NA,NA,"8","9","71",NA,"3.735","3.735","23",NA,"17184",NA,"398","23159",NA,"570"
"323","F","13",NA,"iPhone","2.25","209",NA,NA,"9","9","74",NA,"3.934","3.934",NA,NA,"14309",NA,"348","18915",NA,"474"
"324","F","13",NA,"iPhone","2.5",NA,NA,NA,"9","10","78",NA,"4.133","4.133",NA,NA,"11434",NA,"297","14672",NA,"378"
"325","F","13",NA,"iPhone","2.75",NA,NA,NA,"10","10","81",NA,"4.332","4.332",NA,NA,"8559",NA,"247","10428",NA,"282"
"326","F","13",NA,"iPhone","3",NA,NA,NA,"10","11","84",NA,"4.53","4.53",NA,NA,"5685",NA,"196","6185",NA,"186"
"327","F","13",NA,"iPhone","3.25",NA,NA,NA,"11",NA,"88",NA,"4.729","4.729",NA,NA,NA,NA,NA,NA,NA,NA
"328","F","13",NA,"iPhone","3.5",NA,NA,NA,NA,NA,"91",NA,"4.928","4.928",NA,NA,NA,NA,NA,NA,NA,NA
"329","F","13",NA,"iPhone","3.75",NA,NA,NA,NA,NA,"94",NA,"5.127","5.127",NA,NA,NA,NA,NA,NA,NA,NA
"330","F","13",NA,"iPhone","4",NA,NA,NA,NA,NA,"98",NA,"5.326","5.326",NA,NA,NA,NA,NA,NA,NA,NA
"331","F","13",NA,"iPad","-4","503","1859",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71293","19","1367","110669","14","2541"
"332","F","13",NA,"iPad","-3.75","492","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68418","18","1316","106426","14","2445"
"333","F","13",NA,"iPad","-3.5","480","1740",NA,NA,NA,NA,"2",NA,NA,NA,NA,"65544","17","1266","102182","13","2349"
"334","F","13",NA,"iPad","-3.25","469","1681",NA,NA,NA,"3","3",NA,NA,NA,NA,"62669","16","1215","97939","12","2253"
"335","F","13",NA,"iPad","-3","457","1621","0.52",NA,NA,"6","5",NA,NA,NA,NA,"59794","15","1164","93695","11","2157"
"336","F","13",NA,"iPad","-2.75","446","1562","0.56",NA,NA,"9","6","0.07","0.07",NA,NA,"56919","14","1114","89452","11","2061"
"337","F","13",NA,"iPad","-2.5","434","1503","0.59",NA,NA,"13","8","0.269","0.269",NA,NA,"54044","13","1063","85208","10","1964"
"338","F","13",NA,"iPad","-2.25","423","1443","0.62",NA,"2","16","9","0.468","0.468",NA,NA,"51170","12","1013","80965","9","1868"
"339","F","13",NA,"iPad","-2","411","1384","0.66",NA,"3","19","11","0.667","0.667","6","6","48295","11","962","76722","8","1772"
"340","F","13",NA,"iPad","-1.75","399","1324","0.69",NA,"3","23","12","0.866","0.866","7","8","45420","10","912","72478","7","1676"
"341","F","13",NA,"iPad","-1.5","388","1265","0.73","2","3","26","14","1.065","1.065","8","9","42545","9","861","68235","7","1580"
"342","F","13",NA,"iPad","-1.25","376","1206","0.76","3","4","29","15","1.264","1.264","10","10","39670","8","811","63991","6","1484"
"343","F","13",NA,"iPad","-1","365","1146","0.79","3","4","33","17","1.463","1.463","11","12","36796","7","760","59748","5","1388"
"344","F","13",NA,"iPad","-0.75","353","1087","0.83","4","5","36","18","1.662","1.662","12","13","33921","5","710","55504","4","1292"
"345","F","13",NA,"iPad","-0.5","342","1027","0.86","4","5","39","20","1.861","1.861","13","15","31046","4","659","51261","4","1196"
"346","F","13",NA,"iPad","-0.25","330","968","0.89","5","5","43","21","2.06","2.06","14","16","28171","3","609","47018","3","1100"
"347","F","13",NA,"iPad","0","319","909","0.93","5","6","46","23","2.259","2.259","15","17","25296","2","558","42774","2","1004"
"348","F","13",NA,"iPad","0.25","307","849","0.96","6","6","49","24","2.458","2.458","17","19","22422","1","508","38531","1","908"
"349","F","13",NA,"iPad","0.5","295","790","0.99","6","7","53","26","2.657","2.657","18","20","19547","0","457","34287","1","812"
"350","F","13",NA,"iPad","0.75","284","730",NA,"6","7","56","27","2.856","2.856","19","22","16672",NA,"407","30044",NA,"716"
"351","F","13",NA,"iPad","1","272","671",NA,"7","8","59","29","3.055","3.055","20","23","13797",NA,"356","25800",NA,"620"
"352","F","13",NA,"iPad","1.25","261","611",NA,"7","8","63","31","3.254","3.254","21","24","10922",NA,"305","21557",NA,"524"
"353","F","13",NA,"iPad","1.5","249","552",NA,"8","8","66","32","3.453","3.453","22",NA,"8048",NA,"255","17313",NA,"428"
"354","F","13",NA,"iPad","1.75","238",NA,NA,"8","9","69","34","3.652","3.652","24",NA,"5173",NA,"204","13070",NA,"332"
"355","F","13",NA,"iPad","2","226",NA,NA,"9","9","73","35","3.851","3.851",NA,NA,NA,NA,"154","8827",NA,"236"
"356","F","13",NA,"iPad","2.25","215",NA,NA,"9","10","76",NA,"4.05","4.05",NA,NA,NA,NA,NA,NA,NA,NA
"357","F","13",NA,"iPad","2.5","203",NA,NA,"10","10","79",NA,"4.249","4.249",NA,NA,NA,NA,NA,NA,NA,NA
"358","F","13",NA,"iPad","2.75",NA,NA,NA,"10","10","83",NA,"4.448","4.448",NA,NA,NA,NA,NA,NA,NA,NA
"359","F","13",NA,"iPad","3",NA,NA,NA,"11","11","86",NA,"4.647","4.647",NA,NA,NA,NA,NA,NA,NA,NA
"360","F","13",NA,"iPad","3.25",NA,NA,NA,NA,NA,"89",NA,"4.846","4.846",NA,NA,NA,NA,NA,NA,NA,NA
"361","F","13",NA,"iPad","3.5",NA,NA,NA,NA,NA,"93",NA,"5.045","5.045",NA,NA,NA,NA,NA,NA,NA,NA
"362","F","13",NA,"iPad","3.75",NA,NA,NA,NA,NA,"96",NA,"5.244","5.244",NA,NA,NA,NA,NA,NA,NA,NA
"363","F","13",NA,"iPad","4",NA,NA,NA,NA,NA,"99",NA,"5.443","5.443",NA,NA,NA,NA,NA,NA,NA,NA
"364","F","13",NA,"unknown","-4","505","1874",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78542","19","1549","115745","14","2687"
